Ubicación física;Título;Autor(es)
DEGIP:S5;Brick architecture in ancient Egypt;
DEGIP:S6;"<La> nécropole ""K"" de Byblos";
DEGIP:S7;<A> pocket dictionary of the spoken Arabic of Cairo English Arabic;
DEGIP:Q1;;
DEGIP:;Archaeology of Jordan: essays and reports;
DEGIP:T1, T1(2);Historia del Egipto antiguo;
DEGIP:G1;;Gardiner, Alan H.
DEGIP:M4;Archaeological site manual;
DEGIP:;Archaeology of Jordan: essays and reports;
DEGIP:S8;Material culture of the land of the Bible in the Persian period 538-332 B.C.;
DEGIP:J1A, J1B, J1C,J1D, J1E;A complete manual of field archaeology: tools and techniques of field work for archaeologists;Joukowsky, Martha
DIPA: 3-1-1;Etnografía de los Mashco de la Amazonia Sud Occidental del Perú;
"DIPA: 3-1-2; 3-1-2a";Bosquejo de una etnología de la provincia del Neuquén;
DIPA: 3-1-3;Del mito a la realidad: evolución iconográfica del pueblo tehuelche meridional;
DIPA: 3-1-4;<La> navegación aborigen en el Virreinato del Río de la Plata;
DIPA: 3-1-5;Crisis en la Edad de Piedra: una aproximación psiquiátrica;
DIPA: 3-1-6;Crónica histórica del Lago Nahuel Huapi;
DIPA: 3-1-7;Etnobotánica lengua-maskoy;
DIPA: 3-1-8;;Gentile L., Margarita E.
DIPA: 3-1-9;<Los> Onas o Selk'Nam: observaciones etnológicas y etnográficas de la obra inédita del P. Lino Carbajal;
DIPA: 3-1-10;;Gentile L., Margarita E.
DIPA:3-1-11;Máscaras y pueblos;
DIPA: 3-1-12;Hacia una nueva carta étnica del Gran Chaco: informe de avance 1989/90;
DIPA: 3-1-13;Hacia una nueva carta étnica del Gran Chaco;
DIPA: 3-1-14;Hacia una nueva carta étnica del Gran Chaco V: informe de avance 1992/93;
DIPA: 3-1-15;Hacia una nueva carta étnica del Gran Chaco VI: informe de avance 1993/94;
DIPA: 3-1-16;<La> condición jurídica del indio en la Argentina: proyectos legislativos y acciones gubernamentales orientadas a su incorporación a la sociedad civil, 1900-1943;
DIPA: 3-1-32;<El> nuevo mundo en el santo delirio de Guillaume de Postel (Luxata Mente) apóstol de la Concordia;
DIPA: 3-1-33;Junta de hermanos de sangre: un ensayo de análisis del nguillatun a través de tiempo y espacio desde una visión huinca;
DIPA: 3-1-34;"Gregorio Cabral: un mapuche rionegrino; historia de vida";
DEGIP: A6;;Ayalon, Etan
DEGIP:S9;Excavations at Tel Michal, Israel;Singer Avitz, Lily
DEGIP: 01;<The> New Encyclopedia of Archaeological Excavations in the Holy Land;
DIPA: 5-1-24;<The> foraging spectrum: diversity in hunter-catherer lifeways;
DEGIP: C1-C2;;Valbelle, D.Le Saout, F.
DEGIP: C1-C2;;Marcolongo, Bruno
DEGIP: C1-C2;;Chartier Raymond, MaryvonneTraunecker, Claude
DEGIP:;<The> Swedish Cyprus expedition;
DEGIP:;<The> Phoenician pottery of Cyprus;
"DIPA: 3-1-17;18;19";<Los> indios de Tierra del Fuego: los yámana;
"DIPA: 1-3-20;21;22";<Los> indios de Tierra del Fuego: los selk'nam;
"DIPA: 3-1-23;24";<Los> indios de Tierra del Fuego: antropología física;
DIPA:3-1-35;Basilio Villarino y etnografía de la Patagonia Septentrional argentina;
DIPA:3-1-26;"Chonbilal Ch'ulelal: alma vendida; elementos fundamentales de la cosmología y religión mesoamericanas en una oración en maya-tzotil";
DIPA:3-1-25;<The> Tasaday controversy: assessing the evidence;
DIPA: 3-1-27;Do karmo;
DIPA: 3-1-28;Gente de la tierra: el aporte indígena a la identidad nacional;
DIPA:3-1-29;Etnografía de los guaraní del Alto Paraná;
DIPA: 3-1-31;Migración y patología mental de la civilización de los Chiriguayos;
DIPA:3-1-30;<Lo> irracional en la cultura: vol. 4;
DIPA: 3-1-36;<El> círculo y el fuego: sociedad y derecho de los Kúa;
DIPA: 3-1-37;<The> Kua: life and soul of the Central Kalahari Bushmen;
DIPA: 3-1-38;Ocupación y control del espacio por las sociedades indígenas de la frontera sur de Argentina (siglo XIX): un aporte al conocimiento etnohistórico de la Región Pampeana;
DIPA: 3-1-39;<Las> telas de malla de kis Wichí/Mataco: su elaboración, su función y una posible interpretación de los motivos;
DIPA: 3-1-40;Folk literature of the Caduveo Indians;
DIPA: 3-1-41;Flok literature of the Ayoreo Indians;
DIPA: 3-2-1;Historia de Neuquén;
DIPA: 3-2-2;Chivilcoy, biografía de un pueblo pampeano;
DIPA: 3-2-3;Allen F. Gardiner: marino, misionero, mártir;
DIPA: 3-2-4;"Tomás Bridges; pionero en Ushuaia";
DIPA: 3-2-5;<El> centila de Dios en Ushuaia;
DIPA: 3-2-6;<Los> pioneros;
DIPA: 3-2-7;Colección de obras y documentos relativos a la historia antigua y moderna de las provincias del Río de la Plata;
DIPA: 3-2-8;Colección de obras y documentos relativos a la historia antigua y moderna de las provincias del Río de la Plata;
DIPA: 3-2-9;Colección de obras y documentos relativos a la historia antigua y moderna de las provincias del Río de la Plata;
DIPA: 3-2-10;Colección de obras y documentos relativos a la historia antigua y moderna de las provincias del Río de la Plata;
DIPA: 3-2-11;Colección de obras y documentos relativos a la historia antigua y moderna de las provincias del Río de la Plata;
DIPA: 3-2-12;Colección de obras y documentos relativos a la historia antigua y moderna de las provincias del Río de la Plata;
DIPA: 3-2-13;;Leoni de Rosciani, María Silvia
DIPA: 3-3-1;De la arqueología histórica a la arqueología como arqueología;
DIPA: 3-3-2;<La> salvaguarda del patrimonio jesuítico;
DIPA: 3-3-3;Excavaciones arqueológicas en Parque Lezama, Buenos Aires: informe preliminar;
DIPA: 3-3-4;Pre-proyecto Arqueología de las Ruinas del km. 75 Concepción del Bermejo;
DIPA: 3-3-5;Proyecto beca iniciación arqueológica de la sociedad urbana colonial en la región del Río de la Plata;
DIPA: 3-3-6;<El> mirador de Sábato: excavaciones arqueológicas en H. Yrigoyen 3450, Buenos Aires;
DIPA: 3-3-7;<Las> ruinas de San Francisco;
DIPA: 3-3-8;Arqueología de Buenos Aires: una ciudad en el fin del mundo, 1580-1880;
DIPA: 3-3-9;Esteco, el viejo: breve historia y localización de Nuestra Señora de Talavera, 1566-1609;
DIPA: 3-3-10;Arqueología histórica urbana en Santa Fe la Vieja: el final del principio;
DIPA: 3-3-11;Informe de avance de proyectos plurianuales PID. Nº 329/92;
DIPA: 3-3-17;Memoria del Instituto de Investigaciones Geográficas: 1º de julio de 1924-30 de junio de 1927;
DIPA: 3-3-16;Estudio cartográfico, geológico y glaciológico de la zona del Fitz Roy;
DIPA: 3-3-14, 3-3-14a;Reseña histórica de las Islas Malvinas;
DIPA: 3-3-13;Dos escritos metodológicos de ecogeografía: precedidos por un estudio bibliográfico del autor por Romualdo Ardissone;
DIPA: 3-3-12;Aspectos de la glotogeografía argentina;
DIPA: 3-3-18;Agua, recurrencia social y organización territorial de Los Llanos de La Rioja;
DIPA: 3-3-19;Ciudades intermedias: su reactivación en la región pampeana;
DIPA: 3-3-20;Contribuciones a la geografía de la Quebrada de Humahuaca;
DIPA: 3-3-21;Sociedad y medios de comunicación: los mass media como co-educadores y agentes de cambio individual y colectivo;
DIPA: 3-3-25, 3-3-26;Trabajo y desgaste mental: una contribución a la psicopatología del trabajo;
DIPA: 3-3-23;<Le> véhicule électrique: ou les difficultés de l'innovation technologique;
DIPA: 3-3-22;Six études de cas d'innovations techniques;
DIPA: 3-3-;Pequeño Larousse ilustrado;
DIPA: 3-4-1 al 3-4-6;Simposios;
DIPA: 3-328;Nuevo diccionario Cuyás Inglés-Español y Español-Inglés de Appleton;
DIPA: 3-3-27;Diccionario general español-francés, français-espagnol;
DIPA: 3-4-13;"Arqueología del Temprano en el noroeste argentino: actas y memorias; 11a. parte";
"DIPA: 3-4-10; 3-4-11";"Problemas teóricos y metodológicos en la investigación arqueológica de de Sierras Centrales: actas y memorias; 10a. parte";
DIPA: 3-4-9;"Arte rupestre de la Argentina: actas y memorias; 4a.parte";
DIPA: 3-4-7;"Actas y memorias: resúmenes y resúmenes expandidos; primera parte";
DIPA: 3-4-8;"Actas y memorias: resúmenes y resúmenes expandidos; segunda parte";
DIPA: 3-4-14 al 17;"Arqueología del noroeste argentino: actas y memorias; 13a. parte";
DIPA: 3-4-18;"Arqueología del noreste argentino: actas y memorias; 5a. parte";
"DIPA: 3-4-20; 3-4-21";Resúmenes;
DIPA: 3-3-;Arqueología en el Uruguay: 120 años después;
DIPA: 3-4-43;<Los> pueblos cazadores recolectores: tres conferencias dictadas en ArgentinaThe hunter gatherer peoples;
DIPA: 3-4-37;Libro de resúmenes;
DIPA: 3-4-34;Programa;
DIPA: 3-4-36;<El> Huemul, fantasma de la Patagonia: la historia natural del ciervo andino de la Patagonia;
DIPA: 3-4-35;<Los> límites del mar: isótopos estables en la Patagonia meridional;
DIPA: 3-4-30;Resúmenes de ponencias;
DIPA: 3-4-33;Jornadas Chivilcoyanas en Ciencias Sociales y Naturales;
DIPA: 3-4-32;Jornadas Multidisciplinarias de Becarios de Investigación;
DIPA: 3-4-31;Jornadas Multidisciplinarias de Becarios de Investigación;
DIPA: 3-4-25 al 3-4-28;Segundo Congreso Argentino de Americanistas;
DIPA: 3-4-24;Primer Congreso Argentino de Americanistas;
"DIGEO 1322;1371,1375 DIPA: 3-4-39; 3-4-39a 3-4-40";Desafío aceptado;
DIPA: 3-4-42;Patagonia: natural history, prehistory and ethnography at the uttermost end of the Earth;
DIPA: 4-1-1;Bone modification;
DIPA: 4-1-2;Clovis: origins and adaptations;
DIPA: 4-1-3;Pleistocene bone technology in the Beringian refugium;
DIPA: 4-1-4;Piedras grabadas de la Isla de Pascua;
DIPA: 4-1-5;<El> homicida de la pierna punzante: análisis comparativo de un tema de la mitología americana;
DIPA: 4-1-6;Diversity and complexity in prehistoric maritime societies: a Gulf of Maine perspectives;
DIPA: 4-1-7;Quest for the origins of the first Americans;
DIPA: 4-1-8;<The> desert's past: a natural prehistory of the Great Basin;
DIPA: 4-1-9;<The> first immigrants from Asia: a population history of the North American Indians;
DIPA: 4-1-17;Travels and archaeology in South Chile;
DIPA: 4-1-11;Adaptive radiations in prehistoric Panama;
DIPA: 4-1-12;<The> ice-free corridor revisited;
DIPA: 4-1-13;Disease and demography in the Americas;
"DIPA: 4-1-14; 14a";<Les> liens manquants: archéologie des terres intérieures de la terre de feu;
DIPA: 4-1-10;Humans at the end of the Ice Age: the archaeology of the pleistocene-holocene transition;
DIPA: 4-1-15;Bibliografía básica de arqueología americana;
DIPA: 4-1-16;Arqueología de la Patagonia meridional: Proyecto Magallania;
DIPA: 4-1-21;Arqueología de alta montaña;
DIPA: 4-1-22;Prehistoire des regions andines: rapport scientifique 1987-1991;
"DIPA: 4-1-23; 4-1-23a";Excavaciones arqueológicas en la Isla El Salmón Parque Nacional Tierra del Fuego;
DIPA: 4-1-24;Arqueología de cazadores-recolectores: límites, casos y aperturas;Franco, Nora V.
"DIPA: 4-1-25; 4-1-26";"Variabilidad en raederas en Lago Argentino; Santa Cruz, Argentina";
DIPA: 4-1-27;Arqueología em Mato Grosso;
DIPA: 4-1-28;Arqueología de la Sierra de San Luis;
DIPA: 4-1-29;<Los> grabados rupestres del Cerro Yanquenao en la provincia del Chubut;
DIPA: 4-1-30;Patrones de asentamiento en la arqueología de Esmeraldas, Ecuador;
DIPA: 4-1-31;Isla de los Estados: arqueología;
DIPA: 4-1-32;Misión arqueológica francesa: proyecto de investigación en el Noroeste argentino, provincia de Jujuy;
"DIPA: 4-1-33; 4-1-34";Monte Verde: a late pleistocene settlement in Chile;
DIPA: 4-1-36;Arte antiguo humahuaca: los petroglifos de Aparzo, Jujuy, Argentina;
DIPA: 4-1-35;Arqueología e historia de un valle puneño: Barrancas, Jujuy, Argentina;
"DIPA: 4-2-1; 4-2-2";Guías arqueológicas del Canal Beagle;
DIPA: 4-2-3;Ethno archéologie dans les Archipels de Patagonie: les nomades marins de Punta Baja;
"DIPA: 4-2-4; 4-2-5";Diez mil años: prehistoria, etnografía e historia del Partido de General La Madrid;
"DIPA: 4-2-6; 4-3-7";Prehistoria sudamericana: nuevas perspectivas;
DIPA: 4-2-11;Cazadores de la Patagonia y agricultores andinos: arte rupestre de la Argentina;
"DIPA: 4-2-10; DIPA 4-2-10a";Sitios arqueológicos con arte rupestre de la República Argentina: registro, documentación;
DIPA: 3-4-38;Zooarqueología de la meseta central y costa de la provincia de Santa Cruz: un enfoque de las estrategias adaptativas aborígenes y los paleoambientes;
DIPA: 3-3-10a;Paredes que domesticam: arqueologia da arquitectura escolar capitalista: o caso de Buenos Aires;
DIPA: 3-4-22;Arqueología sólo Patagonia: ponencias de las Segundas Jornadas de Arqueología de la Patagonia;
DIPA: 5-1-34;Ecología de la conducta: de la información a la acción;
DIPA: 4-2-35;Membership directory 1995;
DIPA: 4-2-35a;Membership directory 1994;
DIPA: 4-2-42;Arqueología del Neuquén y Río Negro;
DIPA: 4-2-41;"Proyecto arquelógico Susques; informe de las campañas 1989-1992";
DIPA: 4-2-37;<El> Museo Etnográfico;
DIPA: 4-2-40;Enumeración de publicaciones y trabajos, 1916-1943;
DIPA: 4-2-39;Metalurgia: un aspecto poco conocido en la arqueología de las selvas occidentalesm;
DIPA: 4-2-36;Homunculus Patagonicus Ameghino, 1891 (primates, ceboidea), mioceno temprano, de la costa atlántica austral, Prov. de Santa Cruz, República Argentian;
DIPA: 4-2-32;<El> santuario incaico del cerro Aconcagua;
DIPA: 4-2-25;<En> los tres reinos: prácticas de recolección en el Cono Sur de América;
DIPA: 4-2-28;Proyecto Antropológico-Ecológico Salto Grande: primer informe;
DIPA: 4-2-26, 4-2-27;Jornadas de Arqueología e Interdisciplinas;
DIPA: 4-2-29, 4-2-30;"Prehistoria de la Cuenca del Río Limay; 1a. parte: Los Aleros del Limay Norte, Area de El Chocón";
DIPA: 4-2-24;Experimentos para el estudio de la tecnología bifacial de las ocupaciones tardías en el extremo Sur de la Patagonia Continental;
DIPA: 4-2-23;"Relaciones morfológicas de los aborígenes prehispánicos del territorio argentino; 7: la región serrana de Córdoba";
DIPA: 4-2-18;<El> origen de las puntas de proyéctil pedunculadas: una perspectiva estructuralista;
DIPA: 4-2-19;Problemática del precerámico y del proceso de agriculturización en el centro oeste argentino;
DIPA: 4-1-20;Etude des structures de combustion archéologiques d'Argentine;
DIPA: 4-2-33;"Bahía Colorada (île d' Englefield); les premiers chasseurs de mammifères marins de Patagonie australe";
DIPA: 4-2-17;Quaternary geology and geomorphology of South America;
DIPA: 4-2-12;Arqueología y piedra tallada en el presente con tradiciones del pasado;
DIPA: 4-2-13;Fuerte San Rafael: una localidad tipo ilusoria;
DIPA: 4-2-9;"Cerámica tiwanacota; vasos con decoración prosopomorfa";
DIPA: 4-2-14;<El> sitio arqueológico de Keta-Kara;
DIPA: 4-2-16;Presencia hispánica en la arqueología argentina;
DIPA: 4-2-21;Promese d'Amerique: la préhistoire de l'Amérique du Sud;
DIPA: 4-2-22;<La> antropología física en Argentina;
DIPA: 4-3-30;Etudes sur le quaternaire de l'Himalaya, la Haute Vallée de la Buri Gandali, Népal;
DIPA: 4-2-15;Arte y paisaje en Cueva de las Manos;
DIPA: 4-3-32;"<El> hábitat antiguo de Huelva: período orientalizante y arcaico; la primera excavación arqueológica en la calle del Puerto";
DIPA: 4-3-31;"UXAMA I, campañas de 1976 y 1978; Casa de la cantera; Casa del sectile; El tambor";
"DIPA: 4-3-33; 4-3-33a";<La> Antiga Audiència: un acceso al foro provincial de Tarraco;
DIPA: 4-3-22;Geomorfología de Cerro Colorado;
DIPA: 4-3-33;<Los> ríos más australes de la tierra;
DIPA: 4-3-16;Interacción del aluminio extraíble y la mineralogía de las arcillas en suelos forestales de Santa Cruz y Tierra del Fuego;
DIPA: 4-3-14;"<El> holoceno en la Argentina; vol. 1";
DIPA: 4-3-18;Geoquímica del arsénico y de otros oligoelementos en aguas subterráneas de la llanura sudoriental de la provincia de Córdoba;
DIPA: 4-3-19;Annotated keys for identifiying small mammals living in or near Nahuel Huapi National PArk and Lanin National Park, Southern Argentina;
DIPA: 4-2-34;Historia argentina prehispánica;Schobinger, JuanCeruti, María Constanza
DIPA: 5-2-9;Deciphering a shell midden;
"DIPA: 3-4-41; 3-4-41a";Investigaciones prehistóricas en la cuenca del Río Chico, provincia de Santa Cruz;
DIPA: 5-1-2;Dating in exposed and surface contexts;
DIPA:  4-3-11;Lichenes peltigerales: lobariaceae y stictaceae;
DIPA: 4-3-10;Programa Cetáceos Australes del Centro de Investigaciones Científicas (CADIC);
DIPA: 4-3-12;Terceras Jornadas de Comunicaciones sobre Investigaciones Antárticas;
DIPA: 4-3-12;Actas;
DIPA: 4-3-15;<El> sistema eólico pampeano;
DIPA: 4-3-5;Mamíferos silvestres del Archipiélago Fueguino;
DIPA: 4-3-4;<El> Huemul Patagónico: un misterioso cérvido al borde de la extinción;
DIPA: 4-3-2;Geoarchaeology of caves and cave sediments;
DIPA: 4-3-3;"Geografía de Tierra del Fuego; guía docente para su enseñanza";
DIPA: 4-2-31;<Las> aves en la dieta de los cazadores-recolectores terrestres de la costa fueguina;
DIPA: 4-3-1;Transecta botánica de la Patagonia Austral;
DIPA: 4-3-6;<La> tecnología global y los grandes corrimientos geológicos tangenciales: el sudoeste de Gondwana durante el neoproterozoico y el paleozoico medio;
DIPA: 4-3-8;"Estudios de mamíferos marinos australes; resúmenes publicados desde 1977";
DIPA:  4-3-9;"Estudios de mamíferos marinos australes; publicaciones desde 1978";
DIPA:  4-3-7;Holocene cycles: climates, sea levels, and sedimentation;
DIPA: 4-3-26;Geología de la Cordillera Patagónica Austral: evidencias de una tectónica tangencial, Provincia de Santa Cruz 47º 49º S;
DIPA: 4-3-24;Líquenes antárticos;
DIPA: 4-3-29;<The> Middle Paleolithic: adaptation, behavior, and variability;
DIPA: 4-3-20;Fiel trip guidebook;
DIPA: 4-3-21;Trabajos presentados;
DIPA: 5-1-1;Claves para reconocimiento osteológico de avifauna fueguina;
DIPA: 5-1-3;Regional approaches to mortuary analysis;
DIPA: 5-1-4;<L'> outillage traditionnel du tailleur de pierre de l'antiquité a nos jours;
DIPA: 5-1-5;Banques de données archéologiques;
DIPA: 5-1-6;<La> determinación de la edad del esqueleto humano;
"DIPA: 5-1-7; 5-1-8";Teoría y método en arqueología contemporánea;
DIPA: 5-1-9;Archéologie pouvoirs et sociétés;
DIPA: 3-2-37;Pottery function: a use-alteration perspective;
DIPA: 3-3-27;<La> vida material y social de los Yamana;
DIPA: 3-3-28;Perspectivas integradoras entre arqueología y evolución: teoría, métodos y casos de aplicación;
DIPA: 3-3-30;Arqueología de la región del canal Beagle: Tierra del Fuego, República Argentina;
DIPA: 5-3-5;Transitions to agriculture in prehistory;
DIPA: 5-1-10;Soils and micromorphology in archaeology;
DIPA: 5-1-11;"Skeletons in her cupboard; fesschrift for Juliet Clutton-Brock";
DIPA: 5-1-12;<The> palynology of archaeological sites;
DIPA: 5-1-13;<Les> chevaux (Equus sensu lato) fossiles et actuels: crânes et dents jugales supérieures;
DIPA: 5-1-14;Mammalian osteo-archaeology: North America;
DIPA: 5-1-15 al 17;Geocronología: métodos de datación en el cuaternario;
"DIPA: 5-1-18; 5-1-19";Método de datación radiocarbónica y sus fuentes de error;
DIPA: 5-1-20;Control estadístico en la determinación radiocarbónica en el LATYR: consideraciones;
DIPA: 5-1-21;;Funari, Pedro Paulo A.
DIPA: 5-1-22;Muestreo en arqueología argentina;
DIPA: 5-1-23;Crops and man;
DIPA: 5-1-27;Health life and lifestyle change;
DIPA: 5-1-26;Enfoques post-procesuales en la arqueología actual;
DIPA: 5-1-28;Análisis espacial en arqueología;
"DIPA: 5-1-29; 5-1-30";Tools for quantitative archaeology: programs for quantitative analysis in archaeology;
DIPA: 5-1-31;Theoretical and archaeological insights into foragings strategies among the prehistoric inhabitants of the stillwater wetlands;
DIPA: 5-1-25;<The> comparative method in evolutionary biology;
